total_units,units_2,units_3_4,units_5_9,units_10_19,units_20plus,median_rent,median_value,renter_occupied,total_occupied,population,median_hh_income,GEOID,affordability_stress_index,rent_burdened,mf_share,log_rent,log_income,mean_max_height_ft,mean_max_far,mean_max_du_per_acre
1088,20,221,406,71,78,2232.0,539100.0,673,991,2134,105625.0,25025050500,0.2535763313609467,0.0,0.7316176470588235,7.710653323501202,11.567650364659475,50.0,,
864,25,631,47,28,89,1973.0,590900.0,624,798,2584,83571.0,25025050600,0.28330401694367663,0.0,0.9490740740740741,7.587310506022615,11.333451848940403,55.833333333333336,,
1785,266,1364,10,16,0,1976.0,679800.0,1272,1640,4906,82712.0,25025050700,0.2866814972434471,0.0,0.9277310924369748,7.588829878307813,11.323119973266529,46.25,,
1582,250,1163,22,19,0,1977.0,575000.0,1060,1380,4530,91250.0,25025050901,0.2599890410958904,0.0,0.9190897597977244,7.589335823170617,11.421358271444738,52.72727272727273,2.0,
2075,639,689,199,52,58,2105.0,651900.0,1323,2014,4971,88533.0,25025051000,0.2853173392972112,0.0,0.7889156626506024,7.652070746116482,11.391130642848978,43.75,1.4333333333333333,
2775,743,806,256,213,0,1475.0,678600.0,1654,2625,6754,76750.0,25025051101,0.23061889250814332,0.0,0.7272072072072072,7.29641326877392,11.248308665449443,44.411764705882355,1.6600000000000001,
1763,237,715,142,18,0,2647.0,820800.0,1279,1547,3164,130795.0,25025051200,0.24285332008104285,0.0,0.6307430516165626,7.881182202227102,11.781386490974898,53.75,2.0,
1901,355,612,198,33,302,2566.0,834400.0,898,1741,3587,146737.0,25025060101,0.20984482441374702,0.0,0.7890583903208838,7.850103545175582,11.896397147735705,35.714285714285715,1.5,
1066,181,507,60,0,0,3181.0,730800.0,513,961,2282,166750.0,25025060200,0.2289175412293853,0.0,0.701688555347092,8.064950891749143,12.02425096377787,36.25,1.625,
1779,360,841,36,80,100,2880.0,759000.0,853,1701,3786,172171.0,25025060301,0.20073066892798438,0.0,0.7965148960089938,7.965545573129992,12.056243447966462,35.625,1.5625,
2601,676,1082,124,32,31,3088.0,872400.0,1347,2380,5071,188333.0,25025060400,0.19675787036791217,0.0,0.7477893118031527,8.035278911144667,12.145966951547397,35.833333333333336,1.5,
2283,268,884,151,183,118,2564.0,774700.0,660,1997,4305,175612.0,25025060501,0.17520442794342073,0.0,0.7025843188786685,7.849323818040561,12.076032294978118,38.333333333333336,1.75,
1101,170,222,190,89,83,2591.0,880300.0,542,1059,1830,159464.0,25025060601,0.1949781768925902,0.0,0.6848319709355132,7.85979918056211,11.9795734704026,36.666666666666664,1.5,
366,0,0,0,27,14,3156.0,,297,297,416,112346.0,25025060602,0.33710145443540496,1.0,0.11202185792349727,8.057060681965766,11.629338673953415,67.14285714285714,2.3333333333333335,
1069,6,0,0,19,23,3501.0,863100.0,722,814,1241,183125.0,25025060603,0.22941706484641639,0.0,0.04490177736202058,8.160803920954665,12.117924258753469,82.14285714285714,2.6,
2395,0,7,0,29,419,3501.0,1235500.0,1409,1851,2772,212217.0,25025060604,0.19796717510849743,0.0,0.18997912317327767,8.160803920954665,12.265364615053985,81.66666666666667,3.090909090909091,
928,0,55,446,265,0,726.0,,893,893,1908,22552.0,25025060700,0.3863072011351543,1.0,0.8254310344827587,6.587550014824796,10.023579032793949,36.25,1.3333333333333333,
2578,216,1188,306,0,182,3120.0,728000.0,1155,2202,4328,173333.0,25025060800,0.2160004153854142,0.0,0.7339022498060512,8.045588280803528,12.062969878810728,35.76923076923077,1.4,
1426,106,426,262,96,71,1107.0,913700.0,801,1246,2860,85931.0,25025061000,0.15458914710639932,0.0,0.6739130434782609,7.009408932708637,11.361299927618816,37.5,1.3833333333333335,
1231,9,128,679,103,76,583.0,,1159,1170,2295,19221.0,25025061101,0.3639769002653348,1.0,0.8082859463850528,6.368187186350492,9.863758710307131,36.0,1.1,
945,160,366,162,38,10,2537.0,758800.0,422,878,1609,89375.0,25025061201,0.3406321678321678,1.0,0.7788359788359789,7.838737559599282,11.400596279996309,37.5,1.3785714285714286,
1363,49,148,84,36,398,3250.0,911700.0,424,1178,2314,237188.0,25025061203,0.1644265308531629,0.0,0.524578136463683,8.086410275323782,12.376608354606756,38.0,3.6363636363636362,
691,0,8,0,0,284,3074.0,1032400.0,368,612,918,158691.0,25025061204,0.23245174584570014,0.0,0.42257597684515197,8.03073492409854,11.974714194131336,61.25,4.409090909090909,
1440,38,0,0,6,67,1870.0,962400.0,700,1078,2721,100208.0,25025070102,0.2239342168289957,0.0,0.07708333333333334,7.533693709848633,11.515003304765195,117.5,3.0,
306,26,0,2,0,6,2107.0,224200.0,252,294,782,67788.0,25025070103,0.37298636926889717,1.0,0.1111111111111111,7.653020413804189,11.124140467113262,121.0,7.333333333333333,
1618,21,34,37,52,338,3501.0,1352200.0,513,1324,2550,208750.0,25025070104,0.2012550898203593,0.0,0.2978986402966625,8.160803920954665,12.248892642713102,118.26923076923077,4.696774193548387,
1184,0,36,67,34,0,,1458300.0,902,966,3242,42243.0,25025070201,,,0.11570945945945946,,10.651193938585422,69.61538461538461,3.357142857142857,
2655,15,192,209,34,317,2034.0,556800.0,1970,2121,4233,44361.0,25025070202,0.5502130249543518,1.0,0.28888888888888886,7.617759576608505,10.700115984041597,96.53846153846153,4.923076923076923,
1553,168,639,324,9,171,2917.0,1346600.0,590,1290,2659,185917.0,25025070301,0.18827756471974053,0.0,0.8441725692208628,7.978310969867722,12.133055616543036,81.875,4.222222222222222,
1299,16,210,139,48,160,1980.0,1831100.0,623,1125,1771,131223.0,25025070302,0.18106581925424658,0.0,0.44110854503464203,7.590852123688581,11.78465344500607,81.44,4.678571428571429,
2060,19,202,4,5,240,1994.0,1096900.0,1676,1790,3005,72825.0,25025070402,0.3285684860968074,1.0,0.22815533980582525,7.597897950521784,11.195814581827635,75.0,4.25,
1107,92,387,323,27,38,2803.0,1750000.0,487,995,1977,191146.0,25025070501,0.17597020078892572,0.0,0.7831978319783198,7.938445551164788,12.160792812931241,70.0,2.5,
2159,206,725,376,93,229,760.0,1134900.0,1470,1992,3787,24728.0,25025070502,0.36881268197994177,1.0,0.7545159796201946,6.633318433280377,10.115691483811952,70.0,2.2857142857142856,
1241,202,473,216,6,49,3086.0,1509900.0,369,1126,2228,234205.0,25025070600,0.15811788817488953,0.0,0.7622884770346495,8.034631032923107,12.363952079191986,70.0,2.0,
1707,62,650,132,101,228,2575.0,1209900.0,1156,1568,2643,150167.0,25025070700,0.20577090838866063,0.0,0.687170474516696,7.853604813097837,11.919503287115782,170.14285714285714,7.857142857142857,
593,16,84,268,35,6,2300.0,574000.0,479,548,1049,,25025070801,,,0.6897133220910624,7.7406644019172415,,53.888888888888886,1.7777777777777777,
1633,174,423,486,151,159,2681.0,716900.0,1126,1487,2306,71528.0,25025070802,0.4497819035902024,1.0,0.8530312308634416,7.893945138235959,11.177844260415155,65.83333333333333,2.3333333333333335,
672,0,104,138,215,40,810.0,660300.0,522,654,1277,37847.0,25025070901,0.2568235263032737,0.0,0.7395833333333334,6.697034247666484,10.541306995486556,48.125,1.5,
1182,113,359,406,70,40,2198.0,1017900.0,662,1068,2079,116250.0,25025070902,0.22689032258064515,0.0,0.8358714043993232,7.6953031349635665,11.663498323449602,70.0,2.25,
2408,75,629,449,99,383,1802.0,1019600.0,1465,2172,3873,86937.0,25025071101,0.24873184029814693,0.0,0.6789867109634552,7.496652438168283,11.372938997391172,65.0,2.2666666666666666,
1864,6,77,105,187,460,,904500.0,1171,1762,4248,84955.0,25025071201,,,0.4479613733905579,,11.34987698351986,80.9090909090909,3.090909090909091,
839,116,421,74,86,0,1650.0,670600.0,528,734,2439,48500.0,25025080100,0.40824742268041236,1.0,0.8307508939213349,7.408530566894626,10.789319076925574,50.333333333333336,1.6823529411764706,
960,89,368,166,56,112,1419.0,472400.0,731,939,2059,43953.0,25025080300,0.38741382840761723,1.0,0.8239583333333333,7.257707677160043,10.690876160169422,40.0,1.1500000000000001,
1584,0,95,156,128,297,940.0,547500.0,1332,1437,2905,24311.0,25025080401,0.46398749537246514,1.0,0.42676767676767674,6.84587987526405,10.098684201799387,40.0,1.375,
1628,34,619,339,215,32,1095.0,,1499,1534,3698,40350.0,25025080500,0.32565055762081785,1.0,0.7610565110565111,6.9985096422506015,10.605346673698095,41.25,1.25,
861,26,164,40,148,203,918.0,414800.0,533,692,3572,18125.0,25025080601,0.6077793103448276,1.0,0.6747967479674797,6.822197390620491,9.805047479722875,40.833333333333336,1.3166666666666667,
1188,74,234,35,362,175,486.0,,1168,1168,4133,25536.0,25025080801,0.22838345864661655,0.0,0.7407407407407407,6.186208623900494,10.147844500249535,49.333333333333336,2.25,
1706,183,538,24,4,72,2067.0,1112200.0,1443,1589,3384,69033.0,25025080900,0.35930641866933205,1.0,0.48124267291910905,7.633853559681768,11.142339930118684,41.388888888888886,1.5473684210526315,
2526,135,682,418,116,250,1784.0,,2388,2451,4816,44861.0,25025081001,0.47720737388823253,1.0,0.6338083927157562,7.486613313139955,10.711324099399532,52.0,1.7653846153846153,
868,19,11,54,192,258,2367.0,391400.0,661,767,1376,68720.0,25025081101,0.41332945285215367,1.0,0.6152073732718893,7.769378609513984,11.137795556658137,48.75,1.7,
1302,87,373,49,235,186,1908.0,955000.0,817,1151,2835,84308.0,25025081102,0.2715756511837548,0.0,0.7142857142857143,7.553810852008231,11.342232038656938,41.904761904761905,1.3380952380952382,
1349,125,127,227,411,278,537.0,784300.0,1103,1280,4097,35900.0,25025081200,0.17949860724233985,0.0,0.865826538176427,6.285998094508865,10.48849257447637,36.666666666666664,1.1500000000000001,
1183,162,116,168,231,175,787.0,,1069,1146,2694,26800.0,25025081301,0.3523880597014925,1.0,0.7202028740490279,6.668228248417403,10.196157166498947,37.72727272727273,1.0909090909090908,
1237,99,125,254,190,276,981.0,,1066,1086,2362,28827.0,25025081302,0.4083671557914455,1.0,0.7631366208569119,6.8885724595653635,10.269067726945378,37.77777777777778,1.1555555555555557,
1413,240,609,125,18,104,1748.0,838800.0,848,1286,3424,70385.0,25025081400,0.298018043617248,0.0,0.775654635527247,7.466227556215481,11.161735451262066,37.666666666666664,1.24,
1100,204,329,239,30,39,2085.0,518400.0,621,1013,2718,67417.0,25025081500,0.37112301051663527,1.0,0.7645454545454545,7.642524134232902,11.118652490616178,36.81818181818182,1.0545454545454545,
2148,259,410,497,83,25,743.0,805000.0,1574,2080,3862,31007.0,25025081700,0.28754797303834617,0.0,0.5931098696461825,6.610696044717759,10.341968264428457,36.666666666666664,1.0,
1508,233,435,140,151,107,1040.0,453900.0,707,1289,3117,48011.0,25025081800,0.25994043031805214,0.0,0.7068965517241379,6.946975992135418,10.779185430302025,35.0,0.9833333333333334,
1747,258,478,239,217,39,1308.0,236600.0,1025,1526,3142,66118.0,25025081900,0.2373937505671678,0.0,0.7046365197481397,7.176254532017144,11.099196303443602,36.42857142857143,1.0285714285714287,
1410,261,653,233,20,45,1423.0,578900.0,842,1314,3476,73414.0,25025082000,0.2325986868989566,0.0,0.8595744680851064,7.260522598089852,11.20386993210969,36.111111111111114,0.9888888888888889,
2332,408,316,876,443,55,866.0,772500.0,1936,2209,5980,29205.0,25025082100,0.35582948125321007,1.0,0.8996569468267581,6.763884908562435,10.282095206474409,36.111111111111114,0.911111111111111,
2138,291,1191,209,215,57,1585.0,519900.0,1619,1948,5345,35781.0,25025090100,0.5315670327827619,1.0,0.9181478016838166,7.368339686311381,10.48517230524678,36.25,0.7666666666666666,
822,152,175,69,327,17,587.0,801500.0,586,735,2943,41068.0,25025090200,0.17152040518164993,0.0,0.9002433090024331,6.375024819828097,10.622984508418856,41.111111111111114,1.1777777777777778,
1307,153,799,56,54,12,1420.0,527400.0,863,1125,3535,36103.0,25025090300,0.4719829377060078,1.0,0.8217291507268554,7.258412150595307,10.494131243361226,38.84615384615385,1.0923076923076922,
1412,315,680,83,0,27,847.0,584200.0,741,1259,3711,59972.0,25025090400,0.16947909024211297,0.0,0.7825779036827195,6.741700694652055,11.001633065614794,35.0,0.9454545454545454,
927,270,313,8,21,0,1739.0,518600.0,592,843,2408,67591.0,25025090600,0.30873932920063324,1.0,0.6601941747572816,7.461065514354283,11.121230117072985,40.0,1.1400000000000001,
2176,187,1218,206,0,26,1591.0,731600.0,1196,1903,4111,79177.0,25025090700,0.24113063137022117,0.0,0.7522977941176471,7.372118028337787,11.279441131586694,39.6551724137931,1.2676470588235293,
1634,28,74,16,117,219,2173.0,,1391,1391,3087,46308.0,25025090901,0.5630992485099767,1.0,0.2778457772337821,7.6838639802564295,10.743070011325619,50.0,2.0,
1691,236,569,102,126,96,2382.0,590000.0,919,1460,3064,86744.0,25025091001,0.3295213501798395,1.0,0.667652276759314,7.775695749915245,11.370716531152018,38.63636363636363,0.996969696969697,
2122,254,1197,45,60,100,2153.0,666600.0,1077,1912,4367,111549.0,25025091100,0.23161122018126562,0.0,0.7803958529688972,7.674617497364363,11.622219235230626,39.166666666666664,1.0625,
1324,72,760,212,80,47,1228.0,710200.0,743,1249,2976,64844.0,25025091200,0.2272530997470853,0.0,0.8844410876132931,7.113142108707088,11.079739664261464,36.25,0.7666666666666666,
955,238,350,111,11,45,1315.0,585700.0,642,883,2469,44960.0,25025091300,0.35097864768683273,1.0,0.7905759162303665,7.181591944611865,10.713528484567572,37.5,1.0125,
1211,218,293,58,118,175,1327.0,437900.0,637,1153,3052,56063.0,25025091400,0.2840376005565168,0.0,0.7118084227910817,7.190676034332207,10.934231337378996,37.916666666666664,0.9416666666666668,
1752,260,975,67,136,72,1528.0,591000.0,905,1538,3412,59720.0,25025091500,0.30703281982585395,1.0,0.8618721461187214,7.331714969726466,10.997422251653127,36.81818181818182,0.8363636363636363,
1193,140,735,49,45,0,1515.0,795800.0,689,1032,2497,44590.0,25025091600,0.4077147342453465,1.0,0.8122380553227159,7.323170717943469,10.705264897621522,38.18181818181818,0.9363636363636364,
1112,196,782,0,0,0,2074.0,634300.0,571,995,3292,68114.0,25025091700,0.36538743870569923,1.0,0.8794964028776978,7.637234388789473,11.128938051038293,37.5,0.86,
1445,294,793,77,0,33,1642.0,618000.0,961,1362,3721,66714.0,25025091800,0.29535030128608686,0.0,0.8283737024221454,7.403670290012373,11.108170104931304,40.90909090909091,1.1363636363636365,
1599,326,616,284,60,0,1644.0,503100.0,934,1404,4662,58750.0,25025091900,0.3357957446808511,1.0,0.8042526579111945,7.404887575616125,10.981046432006405,37.0,0.79,
1930,422,820,179,87,88,1917.0,460800.0,1228,1850,5751,61250.0,25025092000,0.3755755102040816,1.0,0.8269430051813471,7.558516743045645,11.022719128406973,38.07692307692308,0.9538461538461539,
3024,417,1446,173,209,211,2018.0,603200.0,1581,2784,6462,59286.0,25025092101,0.4084606821171946,1.0,0.8121693121693122,7.609862200913554,10.990128469423018,37.241379310344826,0.893103448275862,
1195,244,379,40,32,26,1507.0,720100.0,434,1122,3500,109250.0,25025092200,0.16552860411899314,0.0,0.6033472803347281,7.317876198626496,11.601394112957836,37.5,0.9666666666666667,
1231,276,684,28,46,0,1763.0,463800.0,719,1180,3857,71800.0,25025092300,0.2946518105849582,0.0,0.8399675060926076,7.47477218239787,11.181639755036315,36.25,0.725,
2339,355,581,701,319,40,1221.0,573400.0,1715,2127,6136,36635.0,25025092400,0.39994540739729767,1.0,0.8533561351004703,7.107425474110705,10.508759346594065,36.111111111111114,0.7555555555555556,
2175,249,863,312,30,73,1450.0,410600.0,1478,1976,6716,41909.0,25025100100,0.41518528239757574,1.0,0.7020689655172414,7.27931883541462,10.643255879980666,39.61538461538461,0.8272727272727273,
1161,223,510,80,10,0,1769.0,547400.0,592,1041,3567,61850.0,25025100200,0.3432174616006467,1.0,0.7088716623600344,7.478169694159785,11.032467377820634,46.42857142857143,0.9,
1358,362,464,46,0,32,2015.0,607900.0,591,1258,3931,84500.0,25025100300,0.28615384615384615,0.0,0.6656848306332842,7.608374474380783,11.344506813345266,38.18181818181818,0.6666666666666666,
2057,563,575,8,46,36,1818.0,555900.0,1038,1879,5228,103651.0,25025100400,0.21047553810382919,0.0,0.596985901798736,7.505492274737424,11.548784765670739,36.07142857142857,0.6571428571428571,
2839,500,1086,290,42,79,1634.0,602700.0,1628,2643,7627,58828.0,25025100500,0.3333106683892024,1.0,0.7034166960197252,7.3987862754199485,10.982373211020205,36.75,0.82,
2230,632,920,33,115,75,2097.0,546400.0,984,2142,6521,115536.0,25025100601,0.21780224345658497,0.0,0.7959641255605381,7.64826303090192,11.657337448690964,35.78947368421053,0.6789473684210526,
928,183,268,146,63,60,1678.0,674000.0,371,885,2129,118750.0,25025100603,0.16956631578947368,0.0,0.7758620689655172,7.425357887027151,11.684775721896887,36.92307692307692,0.8769230769230769,
2045,800,257,11,13,9,1658.0,673800.0,779,1855,4541,138736.0,25025100700,0.14340906469842002,0.0,0.5330073349633252,7.4133673356952405,11.840328125616942,36.08695652173913,0.7217391304347827,
2887,898,640,105,164,156,1737.0,623100.0,1629,2797,5961,82238.0,25025100800,0.2534594712906442,0.0,0.6799445791479044,7.459914766241105,11.317372761327132,35.925925925925924,0.725925925925926,
1802,400,152,64,78,151,1820.0,593600.0,483,1649,4440,106851.0,25025100900,0.20439677682005783,0.0,0.46892341842397334,7.506591780070841,11.579190619617865,37.25,0.9222222222222223,
2547,779,319,135,184,197,1615.0,468000.0,1030,2192,6346,88964.0,25025101001,0.21784092441886604,0.0,0.6336866902237926,7.387090235656757,11.395987072502335,48.421052631578945,0.8571428571428571,
2349,513,89,0,90,214,1248.0,424300.0,1668,2295,6256,51243.0,25025101002,0.2922545518412271,0.0,0.38569604086845466,7.129297548929373,10.844334302306171,48.125,1.0857142857142859,
1407,583,336,54,27,0,1825.0,462100.0,612,1321,4045,70655.0,25025101101,0.3099568324959309,1.0,0.7107320540156361,7.509335266016592,11.165564157016847,50.0,0.65,
1933,291,1036,130,176,71,1705.0,439200.0,1223,1771,5167,44606.0,25025101102,0.4586826884275658,1.0,0.8815312984997413,7.4413203897176174,10.705623658107903,50.45454545454545,0.8500000000000001,
716,138,185,114,204,8,2027.0,614300.0,449,650,1966,54934.0,25025110104,0.4427858885207704,1.0,0.9064245810055865,7.614312146452,10.913887743638089,42.94117647058823,0.975,
1236,222,513,159,95,31,2546.0,579100.0,679,1202,2677,145700.0,25025110105,0.20969114619080303,0.0,0.8252427184466019,7.842278779117352,11.889304992183297,36.25,0.975,
792,71,422,14,0,134,2211.0,518500.0,404,782,1707,102404.0,25025110106,0.25909144174055704,0.0,0.8093434343434344,7.701200180857446,11.536681053324624,35.0,0.86,
954,154,82,84,134,72,1588.0,508800.0,519,913,2432,77171.0,25025110201,0.246932137720128,0.0,0.5513626834381551,7.370230641807081,11.253779017771214,35.0,0.73,
1022,338,64,58,46,23,1859.0,564700.0,289,976,2621,102008.0,25025110301,0.2186887302956631,0.0,0.5176125244618396,7.527793987721444,11.532806520563378,35.714285714285715,0.6928571428571428,
1462,275,493,273,8,0,1593.0,557700.0,671,1410,3712,84302.0,25025110401,0.22675618609285664,0.0,0.7175102599179206,7.373374309910049,11.342160868500926,47.72727272727273,0.6833333333333332,
1895,385,244,20,14,0,2155.0,633000.0,524,1809,4868,128512.0,25025110403,0.20122634462151393,0.0,0.34986807387862795,7.675546002537848,11.763777564171292,39.285714285714285,0.43333333333333335,
1381,385,217,15,0,0,2284.0,687300.0,409,1272,3230,144643.0,25025110501,0.18948722025953554,0.0,0.44677769732078204,7.7336835707759,11.882023916561351,37.72727272727273,0.85,
1831,505,297,157,83,113,1911.0,615100.0,965,1733,4019,113972.0,25025110502,0.20120731407714176,0.0,0.630802839978154,7.555381944240273,11.643708083173477,59.285714285714285,0.75,
1384,88,10,0,49,20,2964.0,807200.0,391,1358,3009,145800.0,25025110601,0.24395061728395062,0.0,0.12066473988439307,7.994294986415977,11.889991098556695,35.625,0.53125,
2214,653,464,82,119,0,2081.0,632000.0,785,2039,5271,145795.0,25025110607,0.17128159401899928,0.0,0.5953026196928636,7.640603826393634,11.889956804415846,48.96551724137931,0.6684210526315789,
751,285,115,57,22,0,2656.0,1020700.0,188,746,1682,211731.0,25025120103,0.15053062612465817,0.0,0.6378162450066578,7.884576510596324,12.263071880035097,36.25,0.725,
1117,237,418,221,10,109,2110.0,636000.0,546,1097,2341,121583.0,25025120104,0.20825279849979028,0.0,0.8907788719785139,7.6544432264701125,11.708352436109326,35.0,0.6636363636363636,
971,7,116,19,26,26,3214.0,1008400.0,141,957,2471,178594.0,25025120105,0.21595350347716047,0.0,0.19979402677651906,8.075271546297458,12.092870352235364,36.25,0.425,
2285,141,809,558,23,150,2251.0,673000.0,1356,2106,4459,98929.0,25025120201,0.2730443045012079,0.0,0.7356673960612692,7.719129840906732,11.502157700108897,35.714285714285715,0.8571428571428571,
2156,200,1039,146,112,241,1878.0,687800.0,1156,2059,4929,114627.0,25025120301,0.19660289460598288,0.0,0.8061224489795918,7.537962659768208,11.649438657607202,35.714285714285715,0.9285714285714286,
2978,573,879,332,147,186,2264.0,778300.0,1362,2978,6598,145543.0,25025120400,0.18666648344475514,0.0,0.7108797850906649,7.724888439323074,11.888226854578562,35.95238095238095,0.8095238095238095,
1121,138,679,69,34,37,2485.0,972200.0,573,1061,2688,143393.0,25025120500,0.20795994225659553,0.0,0.8537020517395183,7.818027938530729,11.873344391451308,37.0,1.1199999999999999,
1226,282,603,100,0,0,2876.0,831200.0,563,1199,2732,146806.0,25025120600,0.23508575943762516,0.0,0.8034257748776509,7.964155718840937,11.896867266261923,36.42857142857143,0.9285714285714286,
1014,71,344,57,85,47,2526.0,622400.0,455,943,2107,114940.0,25025120700,0.26372020184444056,0.0,0.5956607495069034,7.8343923029104365,11.652165532061732,40.357142857142854,1.1857142857142857,
2816,261,84,247,39,281,2318.0,655300.0,874,2689,6060,145881.0,25025130101,0.19067596191416292,0.0,0.32386363636363635,7.748460023899697,11.890546499848394,35.714285714285715,1.0071428571428573,
1962,505,28,152,44,61,1817.0,728500.0,537,1832,4429,149018.0,25025130200,0.14631789448254573,0.0,0.4026503567787971,7.504942068396171,11.911822383000343,35.0,0.7000000000000001,
1841,277,112,78,61,27,2029.0,815300.0,306,1707,4347,151480.0,25025130300,0.16073409030895167,0.0,0.30146659424225963,7.615298339825815,11.928208882015731,35.0,0.6272727272727273,
2260,116,118,93,77,219,,595700.0,589,2140,5266,92636.0,25025130402,,,0.2756637168141593,,11.436433113981712,37.77777777777778,1.1444444444444446,
1380,67,19,83,142,196,1916.0,656500.0,581,1380,3108,112639.0,25025130404,0.20412113033673948,0.0,0.3673913043478261,7.557994958530806,11.631943293511553,35.0,0.8071428571428572,
2443,79,151,118,139,299,1279.0,526300.0,1853,2225,5824,52616.0,25025130406,0.29169834270944195,0.0,0.32173557101923866,7.153833801578843,10.870775534981187,35.0,0.9428571428571428,
1911,338,105,74,0,9,1805.0,528700.0,429,1782,5457,122990.0,25025140102,0.17611187901455405,0.0,0.27524856096284667,7.498315870766981,11.719858330236455,35.0,0.7238095238095238,
1345,357,205,18,0,0,1862.0,499700.0,500,1335,3592,79375.0,25025140105,0.2814992125984252,0.0,0.4312267657992565,7.529406457837013,11.281938736194993,35.0,0.5823529411764706,
1127,89,98,108,19,94,1543.0,609400.0,910,1034,2202,35333.0,25025140106,0.5240426796479213,1.0,0.36202307009760426,7.341483852363161,10.47257265041933,35.0,0.8,
1180,435,169,0,27,12,1188.0,573100.0,312,1147,3065,97344.0,25025140107,0.14644970414201183,0.0,0.5449152542372881,7.080026499922591,11.486006375618965,36.25,1.1375,
1036,224,91,104,166,28,1627.0,605200.0,508,993,2668,107882.0,25025140201,0.18097551027975012,0.0,0.5916988416988417,7.394493107219038,11.588793316199357,35.0,0.7714285714285715,
2140,440,257,53,21,193,1999.0,607200.0,803,2068,6192,130459.0,25025140202,0.18387386075318682,0.0,0.4504672897196262,7.6004023345004,11.778814280135979,35.55555555555556,0.6777777777777777,
2852,574,635,188,77,151,1780.0,473200.0,1773,2749,7857,87364.0,25025140300,0.24449429971155168,0.0,0.5697755960729313,7.484368643286131,11.377838577476302,35.55555555555556,0.9148148148148147,
3118,394,214,83,178,494,1551.0,483300.0,983,3086,9131,79681.0,25025140400,0.23358140585585022,0.0,0.43713919178960875,7.346655163176539,11.28578644238053,35.60606060606061,0.8419354838709678,
1209,316,300,236,26,139,1763.0,440200.0,984,1164,3543,64605.0,25025160102,0.3274669143255166,1.0,0.8411910669975186,7.47477218239787,11.07604708615632,,,
1241,390,519,50,16,61,1824.0,360600.0,809,1205,4845,76685.0,25025160103,0.28542739779617915,0.0,0.8348106365834005,7.508787170634276,11.24746140108488,,,
1321,93,774,144,71,134,2004.0,451800.0,1124,1221,4545,70672.0,25025160200,0.34027620556939103,1.0,0.9205147615442847,7.602900462204755,11.165804733836307,,,
1360,63,183,76,29,160,1273.0,452500.0,881,1329,2083,55433.0,25025160300,0.27557592048058016,0.0,0.37573529411764706,7.149131598557407,10.922930363265726,55.0,2.0,
1566,135,461,95,107,211,1819.0,477900.0,1322,1461,3281,77695.0,25025160400,0.28094471973743484,0.0,0.644316730523627,7.506042178518122,11.260546184220834,,,
2085,578,705,104,80,35,1675.0,484700.0,1344,1971,6283,74964.0,25025160501,0.2681287017768529,0.0,0.7203836930455636,7.423568444259167,11.22476327728157,,,
1969,298,501,103,220,152,1635.0,443300.0,1266,1856,5464,59318.0,25025160502,0.3307596345122897,1.0,0.6470289487049263,7.399398083331354,10.990668080241818,,,
1657,271,203,87,69,135,2011.0,404600.0,1113,1553,4709,80509.0,25025160601,0.2997428858885342,0.0,0.46167773083886543,7.606387389772652,11.296124258399598,,,
1713,550,331,128,139,122,1805.0,511000.0,805,1626,5137,71667.0,25025160602,0.3022311524132446,1.0,0.7413893753648569,7.498315870766981,11.179785669593665,,,
1245,361,89,8,39,36,1527.0,536600.0,527,1115,3690,77379.0,25025170101,0.23680843639747218,0.0,0.42811244979919677,7.3310603052186325,11.25647070493502,,,
1661,534,92,80,13,0,2301.0,472100.0,383,1583,5384,92129.0,25025170102,0.2997101889741558,0.0,0.4328717639975918,7.741099090035366,11.430945047816348,,,
2162,513,231,36,33,0,1116.0,597900.0,937,1940,5137,52705.0,25025170200,0.25409353951238023,0.0,0.37604070305272896,7.017506142941256,10.872465606689289,,,
2206,705,41,0,187,0,1456.0,519500.0,545,1986,6744,93411.0,25025170301,0.18704435237819958,0.0,0.4229374433363554,7.283448228756631,11.444764390301508,,,
1917,52,16,28,192,273,2198.0,460000.0,1310,1712,4046,104038.0,25025170302,0.2535227513024087,0.0,0.29264475743348983,7.6953031349635665,11.552511496002191,,,
2107,629,127,21,79,132,893.0,540300.0,760,1980,5184,80591.0,25025170400,0.13296770110806416,0.0,0.46891314665401046,6.794586580876499,11.297142259728977,,,
1750,75,56,12,0,113,987.0,550700.0,688,1617,3497,63884.0,25025170502,0.18539853484440547,0.0,0.1462857142857143,6.894670039433482,11.0648242177762,,,
681,158,58,13,48,7,1427.0,430300.0,223,681,1528,90724.0,25025170503,0.18874829152153785,0.0,0.4170337738619677,7.2633296174768365,11.415577209700327,,,
1573,256,49,12,50,8,2458.0,442100.0,856,1264,3127,126471.0,25025170504,0.23322342671442464,0.0,0.23839796567069294,7.80710329012598,11.747768311856284,,,
2007,609,350,63,77,13,1690.0,587100.0,472,1828,6347,98202.0,25025170601,0.20651310563939634,0.0,0.5540607872446437,7.432483807917119,11.494781860733939,,,
1057,157,46,29,0,133,2088.0,413600.0,639,938,2387,93875.0,25025170701,0.2669081225033289,0.0,0.34531693472090824,7.643961949002529,11.449719389066436,,,
2454,646,742,204,106,67,2142.0,505300.0,1765,2422,7350,60811.0,25025170702,0.42268668497475786,1.0,0.7192339038304808,7.669495251007694,11.01552597264265,,,
